,id,name,image,rating,link,description
22,0,Deo Tibba Trek,https://www.holidify.com/images/compressed/attractions_square/attr_8222.jpg,3.5,https://www.holidify.com/places/manali/deo-tibba-trek-sightseeing-8222.html," Cradled in the lap of Himalayan Mountains in Himachal Pradesh, Deo Tibba trek is steeped with the richness of the nature and stunning landscapes. It is a spectacular trail passing through series of grazing pastures of Gaddi shepherds. "
23,0,Gayatri temple,https://www.holidify.com/images/attr_square/2755.jpg,3.4,https://www.holidify.com/places/manali/gayatri-temple-sightseeing-2755.html," Situated 7 km away from Manali, the Gayatri temple houses an idol of Goddess Gayatri, made of marble. This temple has some splendid architecture styles, is constructed with a stunning artistic finesse and with some of the most intricate woodwork. "
24,0,Jogini Waterfall,https://www.holidify.com/images/cmsuploads/square/Jogini_falls_20180430173032.jpg,,https://www.holidify.com/places/manali/jogini-waterfall-sightseeing-121057.html, Jogini Waterfall is located about 3 kilometres away from the bustling town of Manali and around 2 kilometres away from Vashisht Temple. Tourists have to trek ahead from the temple to reach Jogini Waterfall.  
25,0,Bhunter,https://www.holidify.com/images/attr_square/2753.jpg,3.4,https://www.holidify.com/places/bhuntar/," What is generally overlooked as a town of utility only, with an airport and the last ATM before you travel to higher altitudes, is a town where one can have a calm, simple and almost idle break from the popular Himachal hill stations and their tourist rush. "
26,0,Bhrigu Lake,https://www.holidify.com/images/cmsuploads/square/1024px-Adventure_to_Bhrigu_20180430174204.jpg,,https://www.holidify.com/places/manali/bhrigu-lake-sightseeing-121058.html, Bhrigu Lake is a high altitude lake located in the district of Kullu about 40 kilometres away from Manali. The route to the lake passes through mesmerising meadows. Not many tourists know about the beautiful Bhrigu Lake Meadows that can be compared with the alpine meadows found at high altitude locations like Switzerland.  
27,0,Jana Waterfall,https://www.holidify.com/images/cmsuploads/square/Jana_Waterfall_20180430181807.jpg,,https://www.holidify.com/places/manali/jana-waterfall-sightseeing-121059.html, Jana Waterfall is located in a quaint village named Jana in the mesmerizing valley of Manali. It is a favourite picnic spot and is often visited by people residing nearby to escape the chaotic city life.  
28,0,Gulaba,https://www.holidify.com/images/cmsuploads/square/Gulaba2_20180430183047.jpg,,https://www.holidify.com/places/manali/gulaba-sightseeing-121060.html," Gulaba is a beautiful little village located about 20 kilometres from Manali on the route to Rohtang Pass. Gulaba has an enchanting natural landscape that attracts tourists in large numbers. One can explore the region trekking, set up a camp to soak in its natural beauty.  "
29,0,Gadhan Thekchhokling Gompa Monastery,https://www.holidify.com/images/cmsuploads/square/15641420594_6108051161_b_20180430185816.jpg,,https://www.holidify.com/places/manali/gadhan-thekchhokling-gompa-monastery-sightseeing-121061.html," Gadhan Thekchhokling Gompa is a well known religious centre primarily for the Buddhists. However, people belonging to any religious belief are welcome to explore and soak in the divine spiritual vibe. The monastery is a small shrine dedicated to Lord Buddha.  "
30,0,Museum of Himachal Culture & Folk Art,https://www.holidify.com/images/cmsuploads/square/himachal-museum-inside-pics_20180430191028.jpg,,https://www.holidify.com/places/manali/museum-of-himachal-culture-and-folk-art-sightseeing-121062.html," Museum of Himachal Culture & Folk Art has a beautiful collection of ancient and traditional heritage belonging to the region. The antique artefacts on display at the museum give insights into the long forgotten art, handicraft and the ancient culture of Himachal Pradesh.  "
31,0,Siyali Mahadev Temple,https://www.holidify.com/images/cmsuploads/square/Siyali-Mahadev-Shiva-Temple-Manali_20180430192853.jpg,,https://www.holidify.com/places/manali/siyali-mahadev-temple-sightseeing-121063.html, Siyali Mahadev Temple is a place of worship dedicated to Lord Shiva and is known as one of the oldest temples of Lord Shiva in the region. The sight of the temple from afar astounds everyone as they witness this unique structure amidst the beautiful natural landscape of Manali.  
32,0,Arjun Gufa,https://www.holidify.com/images/cmsuploads/square/arjun-gufa_20180430195319.jpg,,https://www.holidify.com/places/manali/arjun-gufa-sightseeing-121065.html, Arjun Gufa is considered to be a legendary natural formation in Manali. The cave is a favourite picnic spot and is also famous for the adventure of exploring the creation from inside. The climb up to the cave is exciting in itself with the surrounding natural landscape so beautiful it cannot be explained in words.  
33,0,Rahala Falls,https://www.holidify.com/images/cmsuploads/square/3843221815_c17c4f5312_b_20190305130910_20190305130930.jpg,,https://www.holidify.com/places/manali/rahala-waterfalls-sightseeing-121064.html, Rahala Falls is a well-known picnic spot for locals and tourists on their way to Rohtang Pass from Manali often halt to explore the waterfall. The water found at the Rahala Falls is usually cold as the water comes from a melting glacier situated in the Himalayas. The surrounding is thickly vegetated with deodar and Silver Birch trees.  
34,0,Himalaya Nyingmapa Buddhist Temple,https://www.holidify.com/images/cmsuploads/square/Himalaya-Nyingmapa-Buddhist-Temple-2_20180430200701.jpg,,https://www.holidify.com/places/manali/himalaya-nyingmapa-buddhist-temple-sightseeing-121066.html," Himalayan Nyingmapa Gompa is a Buddhist Monastery located in Manali and is one of the most famous monasteries situated in north India. Its religious significance is highly essential for devotees, but tourists are also drawn for its architectural beauty and tranquillity in the environment.  "
35,0,Manali Club House,https://www.holidify.com/images/cmsuploads/square/Club_House_Manali_(5)_(16743073154)_20180430202917.jpg,,https://www.holidify.com/places/manali/manali-club-house-sightseeing-121068.html," Club House located in Old Manali is a retreat that offers several facilities and recreational activities for tourists and is, therefore, preferred by tourists. The Club House is said to be one such place in Manali that has something for everyone whether it is indoor games/ sports, entertainment or recreational activities.  "
36,0,Kothi Village Manali,https://www.holidify.com/images/cmsuploads/square/16kullumanali17_kothi_20180430201909.png,,https://www.holidify.com/places/manali/kothi-sightseeing-121067.html, Kothi Village is a perfect camping destination and draws tourists for adventure and recreational activities from all across the world. Most trekkers on their way to Rohtang Pass often camp at the village. 
37,0,Jagatsukh,https://www.holidify.com/images/cmsuploads/square/DSC_2448_20180430205044.jpg,,https://www.holidify.com/places/manali/jagatsukh-sightseeing-121070.html," Jagatsukh is a picturesque village, and the capital of Kullu locates about 7 kilometres away from the town of Manali. It is famous for its scenic natural landscape and the ancient Jagatsukh Temples which are religiously important shrines dedicated to Lord Shiva and Goddess Sandhya Devi.  "
38,0,Gauri Shankar Temple,"https://www.holidify.com/images/cmsuploads/square/Ancient_temple_near_Manali,_in_Himachal_Pradesh_20180430203939.jpg",,https://www.holidify.com/places/manali/gauri-shankar-temple-sightseeing-121069.html, Gauri Shankar Temple is dedicated to Lord Shiva and is located in the village of Naggar in Manali. It is mostly visited by tourists and devotees of Shiva. The temple is a small structure carved out of stones but has immense historical importance in the region.  
39,0,Keylong,https://www.holidify.com/images/cmsuploads/square/800px-Kyelong_20180921003530.jpg,,https://www.holidify.com/places/manali/keylong-sightseeing-124667.html," Nestled between the Lahaul and Spiti district in the state of Himachal Pradesh, Keylong is a serene place perfect for a getaway to unwind. Due to the dry cold weather, the place does not have a lot greenery? but the snow covered mountains covered with mist are picturesque. Situated at an altitude of 3080 meters, Keylong also has a rich culture.  "
40,0,Rozy Waterfalls,https://www.holidify.com/images/cmsuploads/square/Rozy_Falls_20190116151804.jpg,,https://www.holidify.com/places/manali/rozy-waterfalls-sightseeing-1253334.html," Rozy Falls is situated en-route Rohtang from Manali and is a popular tourist attraction. Enveloped in tall deodar trees, dense woods and bounteous nature, the silvery cascading water is a visual delight to the eyes and a famous picnic spot. "
41,0,Manali Winter Carnival,https://www.holidify.com/images/cmsuploads/square/32411377913_8a8056949a_o_20190117131117.jpg,,https://www.holidify.com/places/manali/manali-winter-carnival-sightseeing-1253603.html," The Manali Winter Carnival is Himachal Pradesh's way of welcoming the new year. It started in 1977 and had become an annual feature since then. Held in January, the Winter Carnival in Manali opens an opportunity to witness the beauty of slushy snow and enjoy the events and celebrations that it puts forth. Initially, it only comprised of the Skiing competition, but now it has come to include band performances, food festivals, street plays, folk dances, adventure sports and much more. "
42,1,Nilgiri Mountain Railway,https://www.holidify.com/images/cmsuploads/square/2923_20190315194449.jpg,4.5,https://www.holidify.com/places/ooty/toy-train-sightseeing-3102.html," The Toy Train, covering a distance of total 46 km in a span of 5 hours, takes one through a truly spectacular journey filled with picturesque views enroute.  "
43,1,Ooty Lake,https://www.holidify.com/images/cmsuploads/square/2922_20190415121001.jpg,4.4,https://www.holidify.com/places/ooty/ooty-lake-sightseeing-3097.html," Ooty Lake is one of the most refreshing and beautiful places to visit in Ooty. It lies at a distance of approximately 2 km from Ooty city in the green hills of the Nilgiris district. The stunning lake is spread over an area of 65 acres, and its foundation was laid down by John Sullivan who was the collector of Coimbatore in 1824. Ooty Lake is surrounded by Eucalyptus trees and greenery all around and is a great place to experience the beauty of this hill station. One can also spot numerous streams coming out through the hills. This is a perfect place to capture people who are genuinely interested in photography. The lake is filled with beautiful water birds with the exotic Nilgiri mountain ranges in the background. "
44,1,Ooty Rose Garden,"https://www.holidify.com/images/cmsuploads/square/Rose_Garden_View_in_Ooty,_Tamil_Nadu_20180412163640.JPG",3.7,https://www.holidify.com/places/ooty/ooty-rose-garden-sightseeing-3098.html, Rose garden lies in the heart and soul of Ooty.The construction stays to be magnificent and there are small tunnels made wherein the roses are planted. 
45,1,Ooty Botanical Gardens,https://www.holidify.com/images/cmsuploads/square/2913_20190415141234.jpg,4.3,https://www.holidify.com/places/ooty/ooty-botanical-gardens-sightseeing-3096.html, The botanical Gardens of Ooty are one of the most sought after and famous tourist destinations in the whole of India. It is located on the hillock of Ooty which is one of the most popular tourist destinations in India. 
46,1,"Thread Garden, Ooty",https://www.holidify.com/images/cmsuploads/square/4829_20190530214736.jpg,3.6,https://www.holidify.com/places/ooty/thread-garden-sightseeing-3100.html," The thread garden at Ooty is a popular tourist spot that exhibits some of the most magnificent and exquisite collection of artificial flowers and plants, all made by the expert hands of the skilful artists by using JUST thread. "
47,1,"Emerald Lake, Ooty",https://www.holidify.com/images/cmsuploads/square/2916_20190415163901.jpg,4.3,https://www.holidify.com/places/ooty/emerald-lake-sightseeing-3089.html, Emerald lake is an exquisite lake in the upper plateau region of the Nilgiri hills. It is a part of the silent valley and is beside the Red hill nature resort which is a best picnic place of the region. 
48,1,Trekking in Ooty,https://www.holidify.com/images/cmsuploads/square/2919_20190530215636.jpg,3.3,https://www.holidify.com/places/ooty/trekking-sightseeing-3103.html," Ooty, once the summer capital of the British in India, is bestowed with the bounty of nature. A favorite sport of the area, trekking has gained admiration with the tourists in the recent years. "
49,1,"Kalhatti Falls, Bellikkal",https://www.holidify.com/images/cmsuploads/square/35064569_03d243dce5_o_20190425114839_20190425114918.jpg,3.8,https://www.holidify.com/places/ooty/kalhatti-falls-bellikkal-sightseeing-3092.html, Kalhatti falls is called as 'Bird Watcher's Paradise' as it gives you a bird point view of the whole valley. The lovely beauty and calm atmosphere of the place makes it the best  for spending vacations and for short trips. (br) The lake is also a very important attraction of Bellikkal which is surrounded by lush greenery and it is the  source of fresh drinking water. Elephants visit  this lake frequently which becomes a great sight for the travelers. Travelers can have a long walk on the shore of the lake which will offer them a memorable experience till the end of the day. 
50,1,"Dolphin's Nose, Ooty",https://www.holidify.com/images/cmsuploads/square/2914_20190527101232.jpg,3.3,https://www.holidify.com/places/ooty/dolphins-nose-sightseeing-3087.html," This is a unique natural site where a protruding rock looks like a dolphin's nose! Climbing up to the spot might require some effort, but it is totally worth it! From this point, one can catch the breathtaking view of the Catherine falls hundreds of meters below and also of the Coonoor stream meeting the Kotogiri stream. "
51,1,Tiger Hill Ooty,https://www.holidify.com/images/cmsuploads/square/4830_20190530215043.jpg,3.3,https://www.holidify.com/places/ooty/tiger-hill-sightseeing-3101.html, One of the most mesmerizing destinations in Ooty is the Tiger Hill. This exotic spot lies to the east of the hill station and towards the lower end of the Doddabetta peak. 
52,1,"Kotagiri, Coonoor",https://www.holidify.com/images/cmsuploads/square/attr_3094.jpg,3.8,https://www.holidify.com/places/ooty/kotagiri-coonoor-sightseeing-3094.html, This is one of the oldest hill stations of the Nilgiris. It is a village in the middle of mind blowing tea plantations. The lush green surrounding and extremely quaint atmosphere makes Coonoor an amazing place to visit. 
53,1,Kamraj Sagar Lake,https://www.holidify.com/images/attr_square/3093.jpg,3.3,https://www.holidify.com/places/ooty/kamraj-sagar-lake-sightseeing-3093.html, Kamraj sagar lake is a dam and is located in the suburbs of Ooty. It is located far away at a distance between the woodlands and thus make an amazing picnic spot. 
54,1,Annamalai Temple,https://www.holidify.com/images/cmsuploads/square/attr_3082.jpg,3.3,https://www.holidify.com/places/ooty/annamalai-temple-sightseeing-3082.html," Annamalai Temple is a situated about 20 km away from Ooty. This place has with time turned into as a famous temple of Lord Muruga, known as 7th Hill house of the lord. "
55,1,Doddabetta Peak,https://www.holidify.com/images/cmsuploads/square/attr_wiki_5236_20190417105406.jpg,3.5,https://www.holidify.com/places/ooty/dodabetta-peak-sightseeing-8246.html," Dodabetta, literally translating to mean - Big Peak, is located approximately 10 km away from Ooty. It towers to a staggering height of 8650 feet or 2,623 meters above the sea level and is the highest peak in the Nilgiri Hills. A treat to the eyes, this picturesque land is indeed a great sightseeing place. Dodabetta is one of the most preferred places to visit in Ooty and is also a popular trekking destination. The summit offers an astounding view of the nearby areas which are covered with dense forests and, on clear days, one can see as far as Mysore. "
56,1,"Droog Fort, Coonoor",https://www.holidify.com/images/attr_square/3088.jpg,3.3,https://www.holidify.com/places/coonoor/droog-fort-sightseeing-120790.html," Droog Fort is located in the area surrounding Coonoor. A trekkers delight, one must undertake some by foot traveling to reach this destination. This old and worn out fort is located 6,000 ft above the plains. "
57,1,"Lamb's Rock, Coonoor",https://www.holidify.com/images/attr_square/3095.jpg,3.3,https://www.holidify.com/places/coonoor/lambs-rock-sightseeing-4436.html," A popular picnic spot in the region, this place is consistently visited by tourists. The view from this spot is spectacular and a major crowd puller! It is possible to see the Coonoor stream some 5000 feet below. This vantage point also provides you with an excellent view of the Coimbatore plains. "
58,1,"Simi's Park, Coonoor",https://www.holidify.com/images/attr_square/3099.jpg,3.3,https://www.holidify.com/places/coonoor/sims-park-sightseeing-4440.html, An extremely pretty botanical garden - a rare but beautiful sight in the region - was developed back in 1874 by Mr. J.D. Sims and Major Murray. There is an annual fruit and vegetable show that is held in the park that is well attended. 
59,1,"Catherine Falls, Coonoor",https://www.holidify.com/images/attr_square/3085.jpg,3.3,https://www.holidify.com/places/kotagiri/catherine-falls-sightseeing-5050.html," Catherine Falls, also known as St. Catherine's Falls, is situated in the area that surrounds Coonoor. This magnificent waterfall falls from an impressive height of 250 feet. "
60,1,Upper Bhavani Lake,https://www.holidify.com/images/cmsuploads/square/upper-bhavani-lake_20171030193804.jpg,3.0,https://www.holidify.com/places/ooty/upper-bhavani-lake-sightseeing-12045.html," The Upper Bhavani Lake is a mesmerising and breathtaking lake that is located above the Avalanche Area in the Nilgiri Hills. This beautiful lake, which was previously ignored and consequently unexplored, is now gaining some popularity and credit for its charming beauty and picturesque scenes.  "
61,1,"Bison Valley, Bellikkal",https://www.holidify.com/images/attr_square/3084.jpg,3.2,https://www.holidify.com/places/ooty/bison-valley-bellikkal-sightseeing-3084.html, Bison Valley gained its name from the Indian bison that roams throughout this area. Splendid views of the cardamom forests and momentous possible from this beautiful valley. 
62,1,Avalanche Lake,https://www.holidify.com/images/cmsuploads/square/1280px-Avalanche_lake_20171106192318.jpg,3.5,https://www.holidify.com/places/ooty/avalanche-lake-sightseeing-12048.html," The Avalanche Lake in the Nilgiris District of Tamil Nadu is a famous tourist spot. Especially renowned among nature enthusiasts and photographers, the lake is set amidst a captivating landscape which is filled with lovely flowers. The waterfalls that fall down the nearby mountains further add to the beauty of the place.  "
63,1,St Stephen's Church Ooty,https://www.holidify.com/images/cmsuploads/square/1280px-Ststephensooty1_20171030200147.jpg,3.0,https://www.holidify.com/places/ooty/st-stephens-church-sightseeing-12046.html, The St. Stephen's Church in Ooty is indeed a marvellous and breathtaking architectural marvel located on the road to Mysore in Ooty. It is one of the earliest churches that you will find in the Nilgiris district. The structure dates back to the 19th century and was built by the British government.  
64,1,Pykara Lake,https://www.holidify.com/images/cmsuploads/square/15309775489_ce82489b08_b_20171106194638.jpg,3.5,https://www.holidify.com/places/ooty/pykara-lake-sightseeing-12049.html," Pykara Lake has everything that a person on vacation can ask for, right from ambience and comfort to scenic beauty. Nature lovers, photographers and adventure seekers should definitely not miss out on this unique and fun-filled place.  "
65,1,Wenlock Downs,https://www.holidify.com/images/cmsuploads/square/25789606663_c698ec8dd7_b_20190116145057.jpg,,https://www.holidify.com/places/ooty/shooting-point-wenlock-downs-sightseeing-122942.html," Wenlock Downs is a famous picnic spot in the outskirts of Ooty. People seeking a spot to escape the polluted environment and the world of concrete often head to this attraction. At Wenlock Downs, they find a vast expanse of lush green meadow over the natural landscape with rolling mountains all covered in dense vegetation. The climate is cool, sometimes foggy and the clouds can be seen hovering over the mountains at a distance. This location is picturesque and perfect for a quick weekend getaway. Nature lovers and photographers are sure to find it delightful. Therefore, Wenlock Downs represents tourism in this part of Tamil Nadu. 
 "
66,1,Thunder World,https://www.holidify.com/images/cmsuploads/square/Thunder_World_Amusement_Park_in_Ooty%252CTamil_Nadu_20190116145104.JPG,,https://www.holidify.com/places/ooty/thunder-world-sightseeing-122944.html," Thunder World is a themed amusement park in Ooty. Also known as Dinosaur Park, it is famous amongst the young and the old who visit to get a feel of going back into the past and experiencing illusions or witnessing the world of spirits. The park is divided into themed sections – the Jurassic Jungle, the Vortex and the Haunted House. It also consists of a 5D theatre and a Camera Museum. Every visitor would not just get to explore the amusement park, but they can also get to experience these themes in interesting ways. Plus, there are delicious snacks to enjoy in between these activities. Parents often bring their curious little thrill-seekers to Thunder World for a unique, educational and memorable experience. "
67,1,Ketti Valley View,https://www.holidify.com/images/cmsuploads/square/15310393167_cc0481fefb_b_20190116145101.jpg,,https://www.holidify.com/places/ooty/ketti-valley-view-sightseeing-122943.html," Located at a distance of 4 kms from the Ooty Bus Stand on the Ooty Coonoor road, Ketti Valley View is a popular vantage point in Ooty. Boasting of utter tranquility and surreal setting, the place offers mesmerising views of the resplendent valley below with gushing waterfalls, meandering streams and a flourishing wildlife. The Ketti Valley is one of the most popular valleys in the region, also known as the ‘Switzerland of the Nilgiris’ owing to its lush greenery and picturesque landscape. It is a haven for the nature lovers and also attracts a lot of photographers who come here to capture nature at its best. The vantage point also has a telescope room to enjoy a closer view of the enchanting surroundings- the valley, hills and mountains. Ketti valley is preoccupied by the Todas and the Badagas tribe who cultivate their own land and grow fresh fruits and vegetable- you can also take a walk down their orchards and meadows. "
68,1,Cairn Hill,https://www.holidify.com/images/cmsuploads/square/33890209043_b6fba99194_b_20190116145118.jpg,,https://www.holidify.com/places/ooty/cairn-hill-sightseeing-122945.html," Situated in the hill town of Ooty, Cairn Hill is an eco- tourism and a reserved forest site which came into existence in the 1860s and sprawls over a massive area of approx 168 hectares. Considered to be the land of one of the oldest and most massive cyprus plantations in the Nilgiris, the beautiful natural hotspot is dotted with resorts and hotels offering a tranquil stay owing to its serenity, quietude and ataraxy. The highlight of the spot is a trek trail in the centre of the attraction, that is a calling for the several tourists, enthusiasts and nature lovers for its solitude and picturesque setting. Undertaking this soulful trek is one of the prime things to do at Cairn Hill. In addition to that, it has a watchtower which can let you enjoy beautiful views of the surrounding hills and valleys. Known to be a haven for birdwatchers, Cairn Hill also has bird watching facilities and jeep safari activities available for the tourists. "
69,1,Adam's Fountain,https://www.holidify.com/images/cmsuploads/square/501855890_bcf73078d4_20190404131105_20190404131122.jpg,,https://www.holidify.com/places/ooty/adams-fountain-sightseeing-122947.html," Adam's Fountain is a gorgeous fountain situated at the Charring Cross junction in Ooty. The fountain was built in 1886 as a memorial to the then Governor of Ooty. The cost of the total construction was between INR 13,000 and INR 14,000 and was collected through public funding. It is a very important tourist landmark in the city. "
